longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.15,33.79,5.0,3700.0,993.0,1657.0,848.0,3.7826,12.187399380264553
-118.14,33.79,23.0,2573.0,688.0,1478.0,604.0,3.4833,12.252001577418573
-118.14,33.79,44.0,2388.0,619.0,1461.0,592.0,3.1711,12.280252043704426
-118.14,33.78,44.0,2101.0,496.0,1038.0,500.0,3.108,12.291791520932712
-118.15,33.79,25.0,4013.0,1097.0,2297.0,969.0,3.0453,12.132964173709535
-118.15,33.78,17.0,1584.0,435.0,904.0,406.0,2.0875,12.107908396742943
-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,11.842948377911535
-118.16,33.78,33.0,2048.0,585.0,2074.0,597.0,2.0156,11.936230491206723
-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,11.942757929526687
-118.16,33.79,26.0,3061.0,844.0,2135.0,769.0,2.875,12.007621706806335
-118.17,33.79,32.0,2171.0,672.0,3002.0,648.0,2.375,11.847252545245054
-118.17,33.79,30.0,1349.0,519.0,2646.0,552.0,1.9318,11.660483029327843
-118.18,33.78,36.0,1697.0,550.0,1379.0,434.0,1.2746,11.772979370304535
-118.18,33.79,27.0,1580.0,510.0,1896.0,448.0,2.0186,11.77528972943772
-118.17,33.79,28.0,1219.0,408.0,1816.0,348.0,1.7589,11.680979049966478
-118.18,33.79,20.0,1255.0,360.0,1201.0,318.0,1.2206,11.998433280751929
-118.19,33.78,29.0,1170.0,369.0,1398.0,373.0,2.2543,11.959532516409569
-118.19,33.79,37.0,1834.0,551.0,1967.0,476.0,2.137,11.748787788692212
-118.19,33.79,30.0,3107.0,994.0,3543.0,850.0,1.9387,11.861467425678772
-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,11.831379196088763
-118.2,33.79,25.0,2851.0,968.0,3744.0,906.0,2.0675,11.667361818274648
-118.21,33.79,33.0,32.0,18.0,96.0,36.0,4.5938,11.630708500626612
-118.21,33.79,44.0,121.0,29.0,153.0,30.0,2.1964,11.918390573078392
-118.22,33.79,48.0,143.0,41.0,222.0,50.0,1.7,11.554067408301403
-118.23,33.76,21.0,49.0,14.0,29.0,16.0,5.0,11.379394072345706
-118.19,33.78,21.0,2741.0,1029.0,2924.0,969.0,1.3274,12.295913349529963
-118.19,33.78,35.0,1511.0,593.0,914.0,539.0,0.9318,12.141534124392603
-118.2,33.78,46.0,1889.0,651.0,1545.0,587.0,1.7064,12.072541252905651
-118.2,33.78,48.0,1766.0,497.0,1908.0,466.0,1.9872,12.036469861143994
-118.2,33.78,52.0,2662.0,893.0,3018.0,763.0,2.3305,11.998433280751929
-118.19,33.77,35.0,1574.0,603.0,820.0,514.0,1.2321,11.831379196088763
-118.2,33.77,40.0,2034.0,899.0,1257.0,797.0,1.2864,11.785240060290887
-118.2,33.77,24.0,2404.0,819.0,1566.0,753.0,1.5076,11.889991098556695
-118.2,33.77,22.0,1118.0,437.0,1190.0,399.0,1.9797,11.876178724269083
-118.2,33.77,52.0,1375.0,457.0,1089.0,317.0,2.2344,12.206072645530174
-118.2,33.77,41.0,1158.0,396.0,1209.0,336.0,2.7813,11.769116870330638
-118.2,33.77,42.0,517.0,233.0,995.0,212.0,2.225,11.57402056433004
-118.18,33.77,45.0,1434.0,627.0,735.0,518.0,1.5,11.998433280751929
-118.19,33.76,25.0,1442.0,392.0,632.0,385.0,4.6629,11.998433280751929
-118.19,33.77,52.0,1562.0,616.0,692.0,512.0,1.4048,12.206072645530174
-118.18,33.77,39.0,1645.0,547.0,1339.0,499.0,1.5536,11.951180395901384
-118.18,33.77,36.0,1833.0,688.0,1128.0,620.0,1.1483,11.630708500626612
-118.19,33.77,21.0,2103.0,727.0,1064.0,603.0,1.6178,11.831379196088763
-118.19,33.77,31.0,1711.0,691.0,1092.0,568.0,1.0714,11.918390573078392
-118.18,33.78,20.0,1852.0,556.0,1712.0,556.0,1.4565,11.934919875029603
-118.18,33.78,17.0,1419.0,436.0,1300.0,360.0,2.0769,11.512925464970229
-118.18,33.78,52.0,1180.0,381.0,1046.0,332.0,1.5603,11.998433280751929
-118.19,33.78,31.0,1648.0,484.0,898.0,457.0,1.5844,11.998433280751929
-118.19,33.78,8.0,992.0,393.0,694.0,331.0,2.5544,11.998433280751929
-118.19,33.78,29.0,1013.0,392.0,1083.0,316.0,1.8438,11.998433280751929
-118.19,33.78,42.0,1021.0,300.0,533.0,187.0,1.8036,12.072541252905651
-118.17,33.78,29.0,2920.0,962.0,3580.0,772.0,1.7393,11.850825253582627
-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,12.134576643825104
-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,11.892730826297814
-118.17,33.78,44.0,2364.0,746.0,3184.0,672.0,1.9180000000000001,11.901583454762012
-118.17,33.77,36.0,2933.0,881.0,2077.0,838.0,2.2538,12.107908396742943
-118.17,33.77,45.0,2508.0,797.0,1340.0,720.0,2.6786,12.160552130228364
-118.17,33.77,38.0,2239.0,721.0,984.0,684.0,2.346,12.017330520933296
-118.17,33.77,39.0,2953.0,878.0,1379.0,785.0,2.1378,12.10293188661066
-118.17,33.77,12.0,4409.0,1401.0,3068.0,1262.0,2.2808,11.949243036561157
-118.18,33.77,29.0,1776.0,606.0,1391.0,488.0,1.1295,11.831379196088763
-118.18,33.77,30.0,1418.0,439.0,720.0,417.0,2.6371,11.979172045338252
-118.17,33.77,37.0,1127.0,327.0,492.0,331.0,2.675,12.395452566691574
-118.18,33.74,30.0,5915.0,1750.0,2136.0,1503.0,4.0968,12.644327576461329
-118.17,33.77,45.0,2151.0,643.0,1047.0,579.0,3.1149,12.295913349529963
-118.17,33.77,45.0,2143.0,697.0,1004.0,594.0,3.0153,12.301382825334498
-118.18,33.77,37.0,2653.0,754.0,1087.0,698.0,2.3523,12.691580461311874
-118.18,33.77,41.0,2048.0,601.0,852.0,533.0,2.5726,12.174581978438804
-118.18,33.77,49.0,2297.0,759.0,1105.0,629.0,1.8388,12.072541252905651
-118.16,33.77,49.0,3382.0,787.0,1314.0,756.0,3.8125,12.853437633434991
-118.17,33.74,36.0,2006.0,453.0,807.0,426.0,3.7838,13.122365377402328
-118.16,33.77,30.0,4439.0,1105.0,1749.0,1011.0,3.8984,12.632320292820866
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,12.492378771802024
-118.16,33.77,30.0,2800.0,757.0,1292.0,742.0,2.7614,12.514292369199502
-118.16,33.77,38.0,3235.0,769.0,1284.0,752.0,2.9384,12.625111873665457
-118.16,33.77,29.0,3078.0,786.0,1460.0,736.0,2.875,12.356645504009547
-118.17,33.77,25.0,4405.0,1262.0,2178.0,1090.0,3.0503,12.323855681186558
-118.16,33.78,15.0,4798.0,1374.0,3087.0,1212.0,2.127,12.003344278958556
-118.16,33.78,39.0,4075.0,1085.0,2470.0,1025.0,2.3317,12.312682380588432
-118.16,33.78,52.0,3248.0,853.0,1819.0,815.0,3.1739,12.31447851937396
-118.16,33.78,29.0,3684.0,1301.0,3891.0,1143.0,1.6955,12.099044072771651
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,12.244331357647264
-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,12.19904803059321
-118.15,33.78,35.0,2768.0,752.0,1277.0,651.0,3.6193,12.429216196844383
-118.14,33.78,42.0,1898.0,488.0,940.0,483.0,3.4107,12.360080458009522
-118.13,33.78,45.0,1016.0,172.0,361.0,163.0,7.5,12.981951223687584
-118.14,33.77,49.0,2792.0,690.0,1301.0,648.0,3.2917,12.635905110086632
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,12.745194138451012
-118.15,33.77,52.0,2204.0,498.0,899.0,445.0,4.1765,12.883852348958998
-118.15,33.77,41.0,3448.0,896.0,1621.0,838.0,4.5,12.736112488219968
-118.15,33.77,27.0,3043.0,787.0,1398.0,747.0,3.5528,12.510243035486758
-118.14,33.76,37.0,3242.0,698.0,1080.0,629.0,3.9010000000000002,12.977337605354071
-118.16,33.72,29.0,2743.0,708.0,1059.0,651.0,3.625,13.122363377404328
-118.15,33.76,36.0,2916.0,785.0,1183.0,749.0,3.5985,13.122365377402328
-118.15,33.77,36.0,4366.0,1211.0,1912.0,1172.0,3.5292,12.798846851943331
-118.13,33.76,52.0,2216.0,526.0,940.0,530.0,4.5469,12.850554654108839
-118.13,33.76,44.0,1543.0,463.0,652.0,406.0,4.25,12.992937829963871
-118.14,33.75,39.0,1995.0,634.0,867.0,567.0,4.0795,12.89921982609012
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,12.842649474601725
-118.14,33.76,50.0,2960.0,761.0,1179.0,718.0,3.5214,12.894458508988409
-118.14,33.76,44.0,1633.0,536.0,741.0,513.0,3.385,12.919757477307668
-118.14,33.77,52.0,2208.0,409.0,791.0,408.0,5.8408,13.122363377404328
-118.14,33.76,50.0,914.0,167.0,322.0,165.0,4.7361,12.945148757978519
-118.13,33.76,46.0,2834.0,673.0,1175.0,670.0,4.7875,12.80435954506616
-118.13,33.76,44.0,2532.0,621.0,961.0,550.0,3.9352,12.916322733989782
-118.12,33.76,43.0,3070.0,668.0,1240.0,646.0,3.7813,13.042237332925044
-118.12,33.75,47.0,3330.0,569.0,1220.0,557.0,7.3672,13.122365377402328
-118.12,33.76,45.0,3035.0,516.0,1127.0,527.0,7.0796,13.122365377402328
-118.12,33.75,41.0,2072.0,491.0,742.0,414.0,3.9934,13.122365377402328
-118.14,33.71,36.0,2484.0,525.0,792.0,446.0,5.1815,13.122365377402328
-118.1,33.76,15.0,4690.0,1002.0,1879.0,974.0,5.6051,12.49650094364998
-118.11,33.77,15.0,9103.0,1847.0,3333.0,1712.0,5.1508,12.813934231807758
-118.12,33.77,20.0,4534.0,954.0,1941.0,892.0,6.0362,13.046561663988047
-118.12,33.77,10.0,7264.0,1137.0,2528.0,1057.0,10.2233,13.122365377402328
-118.13,33.77,52.0,3697.0,691.0,1436.0,671.0,4.6852,12.88714724485585
-118.13,33.77,37.0,4365.0,926.0,1661.0,868.0,5.3046,12.79580186689163
-118.32,33.35,27.0,1675.0,521.0,744.0,331.0,2.1579,13.017002861746503
-118.33,33.34,52.0,2359.0,591.0,1100.0,431.0,2.8333,12.935310646234473
-118.32,33.33,52.0,2127.0,512.0,733.0,288.0,3.3906,12.611537753638338
-118.32,33.34,52.0,996.0,264.0,341.0,160.0,2.7361,13.017002861746503
-118.48,33.43,29.0,716.0,214.0,422.0,173.0,2.6042,12.568978139219542
-118.29,33.96,32.0,3508.0,917.0,2794.0,839.0,1.554,11.512925464970229
-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,11.50891744357269
-118.29,33.95,31.0,2839.0,792.0,2390.0,729.0,2.0,11.606415808057568
-118.3,33.95,41.0,2057.0,550.0,1805.0,506.0,1.2455,11.520893634619405
-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,2.2031,11.481434797878858
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,11.451050061252142
-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,11.595426686481972
-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,11.651817463836847
-118.3,33.94,36.0,2041.0,531.0,1390.0,464.0,2.0114,11.505900850033264
-118.29,33.94,32.0,2701.0,708.0,1880.0,590.0,1.6716,11.726422639232633
-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,11.61908566079862
-118.3,33.93,35.0,1300.0,356.0,1216.0,326.0,1.2,11.504893293272964
-118.3,33.93,36.0,2196.0,633.0,2017.0,583.0,1.3962,11.730453277498803
-118.3,33.93,40.0,2434.0,477.0,1646.0,453.0,3.2024,11.759785542901755
-118.31,33.93,37.0,1282.0,244.0,852.0,249.0,4.2917,11.759003987566935
-118.31,33.94,44.0,1854.0,367.0,976.0,335.0,3.6583,11.74957736630923
-118.31,33.94,40.0,1917.0,438.0,1021.0,383.0,2.2448,12.072541252905651
-118.31,33.94,40.0,1323.0,243.0,684.0,229.0,3.2206,11.889991098556695
-118.31,33.93,42.0,1173.0,201.0,602.0,186.0,5.5787,11.863582336583399
-118.31,33.93,43.0,1834.0,292.0,997.0,295.0,4.9464,11.920388575741066
-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368,12.036469861143994
-118.32,33.93,37.0,2379.0,462.0,1327.0,445.0,4.25,12.05583098219963
-118.33,33.93,37.0,1831.0,356.0,925.0,338.0,4.4091,11.907666609715417
-118.33,33.93,38.0,694.0,112.0,412.0,119.0,6.0718,11.957611286231675
-118.34,33.93,35.0,1213.0,284.0,742.0,253.0,4.0625,11.982303898822046
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,12.134576643825104
-118.32,33.94,38.0,1067.0,170.0,499.0,169.0,4.6389,12.121603488903723
-118.32,33.94,36.0,1722.0,280.0,830.0,261.0,4.0536,12.14950229404178
-118.32,33.94,36.0,1153.0,224.0,639.0,226.0,4.0,12.165250651009918
-118.33,33.94,31.0,3757.0,1102.0,3288.0,964.0,1.9309,11.831379196088763
-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,12.160028707028767
-118.32,33.95,43.0,3819.0,708.0,1505.0,712.0,3.1719,12.119969946476761
-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,12.153726165157964
-118.32,33.95,44.0,2023.0,325.0,992.0,326.0,4.6667,12.075963960183154
-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,12.042376552859384
-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,12.176128769157101
-118.32,33.97,52.0,1590.0,302.0,844.0,295.0,2.7139,12.01309450854769
-118.32,33.96,47.0,1885.0,361.0,954.0,357.0,3.8512,12.05117168431221
-118.32,33.96,47.0,1297.0,292.0,704.0,264.0,3.3214,12.022750588402635
-118.32,33.97,46.0,1504.0,270.0,814.0,306.0,4.3919,11.964637824243713
-118.34,33.97,45.0,2230.0,364.0,949.0,344.0,5.5,12.145260506133416
-118.33,33.96,42.0,1686.0,361.0,737.0,319.0,2.3,12.150559935599915
-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057,12.197031900878025
-118.35,33.97,33.0,1495.0,474.0,1272.0,447.0,2.0694,11.874090314181814
-118.35,33.97,25.0,1864.0,616.0,1710.0,575.0,2.2303,11.979172045338252
-118.35,33.97,26.0,1725.0,431.0,1130.0,404.0,3.2708,11.760566487884825
-118.35,33.97,26.0,3832.0,1074.0,2340.0,904.0,2.6734,11.873393207147657
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,11.936885155714558
-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745,12.048248560336607
-118.34,33.98,47.0,2649.0,684.0,2374.0,607.0,2.3882,11.832832684716747
-118.34,33.98,40.0,2108.0,526.0,1922.0,544.0,3.1630000000000003,11.833558637561696
-118.34,33.98,45.0,1298.0,294.0,1064.0,268.0,3.7067,11.824812226118826
-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056,12.687881320225673
-118.35,33.96,21.0,2714.0,881.0,1549.0,853.0,1.2094,11.967180737247824
-118.35,33.96,26.0,2773.0,681.0,1560.0,631.0,3.1354,12.00944930402536
-118.35,33.95,28.0,4770.0,1328.0,3201.0,1196.0,2.681,11.902938468519471
-118.34,33.95,25.0,3762.0,1281.0,4015.0,1178.0,2.1587,11.876178724269083
-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519,11.831379196088763
-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892,11.981678312314312
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,12.007621706806335
-118.36,33.95,42.0,1116.0,303.0,1082.0,299.0,3.7237,12.048248560336607
-118.36,33.96,21.0,1802.0,556.0,1286.0,557.0,2.7284,11.897507362161969
-118.36,33.96,25.0,1849.0,518.0,1498.0,451.0,2.8378,12.043553716032399
-118.36,33.95,26.0,3231.0,1089.0,3193.0,1020.0,2.6535,12.085034317153118
-118.36,33.98,45.0,1559.0,305.0,891.0,341.0,4.4038,12.46612655086448
-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.0569999999999995,12.414305584108629
-118.36,33.98,39.0,813.0,185.0,344.0,154.0,3.5833,12.295913349529963
-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646,12.099600401019657
-118.36,33.97,18.0,1284.0,283.0,990.0,289.0,4.0179,12.184849009078548
-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,11.938846581645775
-118.36,33.98,29.0,2861.0,816.0,1715.0,775.0,2.7712,11.988538332980475
-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,11.867097278690842
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,11.769116870330638
-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583,12.0855984920623
-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875,12.072541252905651
-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,12.478006361013815
-118.36,33.95,42.0,1139.0,302.0,1283.0,306.0,4.1635,12.00701176473192
-118.36,33.95,42.0,2532.0,627.0,2038.0,591.0,2.875,12.086725887897607
-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,12.110112254384262
-118.37,33.95,52.0,836.0,175.0,747.0,166.0,4.125,12.066810578196666
-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056,11.962726386898444
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,11.908340237224891
-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675,11.914382551680854
-118.36,33.93,30.0,1132.0,347.0,1433.0,341.0,2.68,12.043553716032399
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,11.960811288962345
-118.36,33.94,33.0,939.0,284.0,1309.0,250.0,3.4063,11.933607538883253
-118.34,33.93,36.0,1528.0,486.0,1824.0,470.0,2.2679,11.94405831982697
-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,1.7344,11.897507362161969
-118.35,33.93,34.0,617.0,189.0,810.0,180.0,1.9766,11.998433280751929
-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,2.3375,12.047076914039716
-118.35,33.94,35.0,1451.0,435.0,1888.0,420.0,2.8462,11.912372500752829
-118.35,33.94,38.0,1794.0,508.0,2188.0,454.0,2.6654,11.864989796351278
-118.35,33.94,36.0,2225.0,601.0,2755.0,610.0,2.5547,11.921053690497876
-118.35,33.94,42.0,1028.0,278.0,1369.0,261.0,3.3125,11.881726588706801
-118.34,33.94,37.0,3107.0,903.0,3456.0,734.0,2.182,11.901583454762012
-118.34,33.94,36.0,2796.0,1041.0,4033.0,944.0,2.4886,11.987294551725604
-118.33,33.93,37.0,4916.0,1134.0,3533.0,1035.0,3.2862,11.933607538883253
-118.34,33.93,33.0,4294.0,1224.0,4512.0,1189.0,2.8304,11.875483072067116
-118.34,33.93,32.0,1254.0,399.0,1281.0,386.0,2.2976,11.95568635782209
-118.34,33.93,37.0,1638.0,407.0,1341.0,369.0,3.0677,12.029931947811301
-118.35,33.93,26.0,3156.0,857.0,2394.0,787.0,3.01,12.16472968199579
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,12.169408661158583
-118.35,33.93,25.0,2260.0,692.0,1603.0,673.0,2.11,12.316271437828249
-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656,12.228323254464993
-118.34,33.92,29.0,1475.0,349.0,965.0,370.0,3.3558,12.2040706428595
-118.35,33.92,24.0,2728.0,845.0,2023.0,773.0,2.75,12.387143420422476
-118.35,33.92,29.0,736.0,232.0,584.0,231.0,3.6167,12.206072645530174
-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,12.342786468845995
-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023,12.331823850835734
-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,2.6375,12.362221328020105
-118.36,33.93,19.0,3103.0,918.0,2033.0,738.0,2.6961,12.266697267346608
-118.37,33.93,10.0,199.0,41.0,61.0,56.0,2.8958,12.412273476114072
-118.37,33.92,44.0,938.0,181.0,502.0,171.0,4.4722,12.293625542538035
-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688,12.383800333313902
-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255,12.399581391714692
-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611,12.411459475255125
-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,12.414305584108629
-118.37,33.93,46.0,442.0,88.0,255.0,94.0,4.4474,12.41673867533327
-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,12.218495165528731
-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8,12.312682380588432
-118.36,33.91,42.0,1949.0,422.0,1184.0,423.0,4.3333,12.32651879860604
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,12.345834587905333
-118.36,33.9,40.0,1271.0,276.0,725.0,234.0,5.0452,12.354061523243622
-118.37,33.91,41.0,1869.0,427.0,1334.0,435.0,3.9355,12.336223329995219
-118.37,33.91,35.0,1742.0,283.0,812.0,282.0,5.6704,12.62379565103384
-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,12.594052439297318
-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409,12.454103912352162
-118.38,33.91,36.0,2904.0,515.0,1463.0,534.0,5.8374,12.576255939493699
-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813,12.351470848219531
-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234,12.487485104968359
-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775,12.394210587645569
-118.35,33.91,26.0,2159.0,523.0,1331.0,520.0,3.87,12.48559653028049
-118.35,33.91,25.0,1884.0,554.0,1337.0,549.0,2.8512,12.516494204951444
-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417,12.375815420117268
-118.35,33.91,32.0,1660.0,366.0,928.0,398.0,4.3187,12.505065509127821
-118.35,33.91,29.0,2461.0,535.0,1236.0,482.0,4.8409,12.404923504275338
-118.35,33.91,34.0,2055.0,448.0,1134.0,408.0,3.825,12.369041473808313
-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1,12.401228160304214
-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485,12.345834587905333
-118.36,33.9,39.0,1166.0,222.0,640.0,206.0,3.5313,12.347572207803873
-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,12.130270932113891
-118.33,33.91,39.0,1224.0,312.0,1106.0,333.0,3.3491,12.110662460725516
-118.34,33.91,17.0,3724.0,1023.0,2536.0,971.0,3.2649,12.216517903391713
-118.33,33.91,35.0,1092.0,302.0,962.0,297.0,3.5903,12.118879433827797
-118.34,33.91,8.0,3937.0,1404.0,2691.0,1142.0,2.4741,12.131887747340798
-118.34,33.92,6.0,1047.0,271.0,740.0,248.0,3.425,12.174581978438804
-118.34,33.91,12.0,9975.0,3638.0,7429.0,3405.0,2.6689,12.166811931576872
-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,12.168889854402458
-118.31,33.91,31.0,1415.0,339.0,874.0,289.0,3.8173,12.088976873653927
-118.31,33.91,36.0,961.0,173.0,625.0,179.0,4.2596,12.106804643871504
-118.32,33.91,33.0,1729.0,396.0,1073.0,344.0,4.2083,12.103486056755072
-118.32,33.91,35.0,940.0,197.0,640.0,215.0,4.2,12.107908396742943
-118.32,33.91,35.0,881.0,159.0,605.0,170.0,3.6654,12.125404742462718
-118.32,33.91,34.0,3041.0,677.0,1920.0,640.0,4.5304,12.107908396742943
-118.32,33.91,34.0,1068.0,198.0,757.0,231.0,5.7528,12.103486056755072
-118.32,33.9,35.0,3189.0,680.0,1882.0,651.0,3.6625,12.144197241812087
-118.31,33.92,35.0,1307.0,246.0,672.0,219.0,4.8456,11.894097880509348
-118.31,33.93,35.0,1580.0,266.0,926.0,282.0,5.0653,11.970350312009105
-118.32,33.93,34.0,1536.0,273.0,804.0,287.0,4.9615,11.96908368739391
-118.32,33.92,35.0,1281.0,219.0,710.0,184.0,4.8304,11.936885155714558
-118.29,33.93,31.0,3894.0,1017.0,3590.0,962.0,2.0437,11.829194994273921
-118.29,33.92,34.0,1799.0,362.0,1293.0,355.0,3.6919999999999997,11.885867381372833
-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,11.954401010601426
-118.3,33.92,34.0,2053.0,382.0,1258.0,380.0,3.0139,11.949243036561157
-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,12.04001806120009
-118.3,33.91,30.0,1842.0,476.0,1491.0,420.0,3.0147,11.951825349164631
-118.3,33.91,34.0,1617.0,493.0,1530.0,500.0,2.6182,12.058732057631465
-118.31,33.9,28.0,1576.0,400.0,891.0,378.0,2.6312,12.05117168431221
-118.29,33.91,28.0,1501.0,446.0,1028.0,418.0,2.3043,12.086725887897607
-118.29,33.9,27.0,1013.0,394.0,1067.0,400.0,1.7714,11.979172045338252
-118.3,33.9,29.0,2617.0,668.0,1868.0,647.0,3.6,12.24913213499062
-118.3,33.9,27.0,3267.0,762.0,2099.0,647.0,3.4,12.31984765978902
-118.3,33.9,13.0,2455.0,661.0,1975.0,618.0,2.9559,12.064509081208387
-118.3,33.9,19.0,2421.0,689.0,1726.0,660.0,3.287,12.108459816663173
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,12.244331357647264
-118.3,33.89,37.0,2132.0,565.0,1369.0,565.0,3.285,12.29270895218972
-118.31,33.9,38.0,1400.0,399.0,1131.0,405.0,3.5417,12.19804047383291
-118.29,33.89,33.0,2138.0,567.0,1072.0,528.0,2.7428,12.249610947544657
-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,12.293167352381108
-118.29,33.88,36.0,1751.0,438.0,1175.0,419.0,3.0739,12.294998854724575
-118.29,33.88,21.0,4946.0,1231.0,3186.0,1167.0,3.3281,12.375815420117268
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,12.276996983866873
-118.3,33.87,31.0,1398.0,261.0,823.0,263.0,5.0641,12.366915170647005
-118.3,33.88,26.0,1221.0,312.0,807.0,330.0,4.0536,12.443513501545208
-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,12.419973615477451
-118.3,33.88,30.0,1348.0,333.0,885.0,322.0,3.2574,12.18229211686477
-118.3,33.88,35.0,3227.0,749.0,1881.0,696.0,2.8445,12.39710614292615
-118.31,33.88,32.0,2421.0,671.0,1491.0,587.0,3.5644,12.397931906804617
-118.31,33.88,35.0,1939.0,412.0,1036.0,400.0,3.5556,12.380025952653611
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,12.377922902456833
-118.31,33.9,30.0,2407.0,581.0,1724.0,531.0,3.4792,12.17921519136029
-118.31,33.89,37.0,2278.0,508.0,1257.0,498.0,3.7639,12.30410638580154
-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,12.352335152508426
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,4.0473,12.264813140552773
-118.32,33.9,36.0,1741.0,412.0,1245.0,423.0,4.1344,12.256290361690791
-118.32,33.9,37.0,1664.0,401.0,1316.0,409.0,3.0526,12.284883825954463
-118.32,33.89,45.0,1928.0,453.0,1323.0,458.0,4.2813,12.255338886833092
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,12.30410638580154
